de_sign,dec_rad,ded,dem,des,dm,glat,glon,hd_cat_num,hrn,n_spectral_type,n_vmag,name,ra_rad,rah,ram,ras,spectral_type,u_vmag,vmag,x,y,z
+,0.8800095532659743,43.0,29.0,41.0,BD+42   99,-19.24,119.29,2888,128,,,,0.1415752911576067,0.0,32.0,26.8,A1Vn,,6.7,0.6307691235667373,0.08990278385097965,0.7707449657381449
+,1.4787302087521956,70.0,58.0,54.0,BD+70   24,8.16,121.44,2904,129,,,,0.1453931988963443,0.0,33.0,19.3,A0Vn,,6.42,0.09096609528091548,0.013319840970088658,0.9957649076694132
+,1.3260138992026917,62.0,55.0,54.0,BD+62  102,0.14,120.84,2905,130,e,,15Kap Cas,0.1439896632895322,0.0,33.0,0.0,B1Ia,,4.16,0.2398373067499342,0.03477475447939907,0.9701900755737689
+,0.42615122569528213,20.0,17.0,40.0,BD+19   79,-42.36,116.94,2910,131,,,52    Psc,0.14220797301145463,0.0,32.0,35.5,K0III,,5.38,0.9013717497918083,0.12905337805840464,0.41336931948194716
+,0.35488361457218026,6.0,57.0,20.0,BD+06   64,-55.61,114.55,2913,132,,,51    Psc,0.14135712500110742,0.0,32.0,23.8,B9.5V,,5.67,0.9283341726121154,0.13210774252485638,0.3474812344941313
+,0.6232279870663084,27.0,34.0,50.0,BD+26   76,-35.1,117.82,2924,133,,,,0.14213525095928822,0.0,32.0,34.5,A2IV,,6.67,0.8038102723065236,0.11502541767244995,0.5836593179448015
+,0.5620687411943406,28.0,16.0,49.0,BD+27   84,-34.41,117.96,2942,134,,,,0.1431969929209181,0.0,32.0,49.1,K0III,,6.3,0.8374938678340331,0.12075309662488497,0.5329378115651885
+,1.1767882481571765,54.0,53.0,42.0,BD+54  101,-7.88,120.28,2952,135,,,,0.14474597263206307,0.0,33.0,10.4,K0III,,5.93,0.37987793456304053,0.05537305663686596,0.923377809691574
-,-1.1077022985990679,63.0,1.0,52.0,CP-63   52,-53.97,306.54,3003,136,,,Bet3Tuc,0.142811566044436,0.0,32.0,43.8,A0V,,5.09,0.4421706836201359,0.06357991714687379,-0.8946746228000985
+,1.348339569217786,66.0,45.0,1.0,BD+65   70,3.93,121.25,3038,137,,,16    Cas,0.15016376551846214,0.0,34.0,24.9,B9III,,6.48,0.21814370543035977,0.03300573782195529,0.9753583674998337
-,-0.6523168079328807,29.0,33.0,30.0,CD-30  156,-85.4,0.01,3059,138,,,,0.1469785396335725,0.0,33.0,41.1,K2III,,5.55,0.78611139534452,0.11638076017314478,-0.6070291531475343
-,-1.3088514948914145,71.0,15.0,58.0,CP-71   20,-45.79,305.01,3112,139,,,The Tuc,0.14568408710501002,0.0,33.0,23.3,A7IV,,6.13,0.25621632797611193,0.03759297483904818,-0.9658881723684104
-,-1.0052369270965675,52.0,22.0,23.0,CP-53  117,-64.55,308.97,3158,140,,,,0.15037465946974476,0.0,34.0,27.8,F3IV-V,,5.57,0.529840707329925,0.08028064651707642,-0.8442889568453
+,0.3240494644536139,13.0,22.0,16.0,BD+12   57,-49.3,116.77,3166,141,,,,0.1523745159043216,0.0,34.0,55.3,K0,,6.4,0.936970296032952,0.1438857018438822,0.31840786604105054
-,-0.20754873688299233,3.0,35.0,34.0,BD-04   62,-66.15,112.89,3196,142,,,13    Cet,0.15379986812678365,0.0,35.0,14.9,F8V,,5.2,0.9669883856106293,0.14990653737370566,-0.20606186485319122
-,-0.13235413494290335,0.0,30.0,20.0,BD-01   68,-63.1,114.12,3229,143,,,14    Cet,0.15510159286056274,0.0,35.0,32.8,F5IV,,5.93,0.9793548006252265,0.15312938257858077,-0.1319680517527833
+,0.9866200817419611,54.0,10.0,7.0,BD+53  102,-8.64,120.67,3240,144,,,,0.15768322571247104,0.0,36.0,8.3,B7III,,5.08,0.5446702129732958,0.08660432538137253,0.8341666799416421
+,0.28099800957108706,13.0,12.0,24.0,BD+12   59,-49.49,117.11,3268,145,,,,0.15669420580300758,0.0,35.0,54.7,F7V,,6.41,0.9490082272254553,0.14993321087130934,0.2773146533023778
+,1.132573240439987,60.0,19.0,34.0,BD+59   84,-2.49,121.08,3283,146,,,,0.1590649447036332,0.0,36.0,27.3,A4III,,5.79,0.41897429668098124,0.06721193961238354,0.9055070921280619
-,-0.8379762071137775,48.0,0.0,3.0,CD-48  121,-68.9,310.27,3302,147,,,Lam2Phe,0.15570518589354412,0.0,35.0,41.1,F6V,,5.51,0.6608755608712615,0.10374148337031129,-0.7432907894432857
-,-1.1576623484374056,54.0,49.0,19.0,CP-55  117,-62.16,307.83,3303,148,,,,0.1551452260918626,0.0,35.0,33.4,K0IV,,6.06,0.3966594473114318,0.06203837562155309,-0.9158670879602719
+,0.5379250198750857,27.0,15.0,17.0,BD+26   91,-35.5,118.81,3322,149,,,,0.15853407372281828,0.0,36.0,20.0,B8IIIpHgMn:,,6.5,0.8480044380561771,0.1355753129072933,0.5123551576466434
-,-0.49923688812254463,14.0,58.0,25.0,BD-15  109,-77.33,105.75,3325,150,,,,0.15729779883598893,0.0,36.0,3.0,G9III,,6.45,0.8671091790399343,0.13753052814944652,-0.4787557053985106
-,-0.6045384196595359,22.0,50.0,33.0,CD-23  220,-84.48,83.1,3326,151,,,,0.15758141483943802,0.0,36.0,6.9,A6pSr,,6.06,0.8125702565698446,0.1291164800706739,-0.5683823648849214
+,0.8958629606382562,44.0,29.0,19.0,BD+43  113,-18.31,120.18,3346,152,,,,0.16046848031044533,0.0,36.0,46.6,K5-M0III,,5.13,0.616817617417508,0.09983820947952501,0.7807485887091383
+,1.1598440100023983,53.0,53.0,49.0,BD+53  105,-8.91,120.78,3360,153,,,17Zet Cas,0.16131932832079257,0.0,36.0,58.3,B2IV,,3.66,0.3942957477731811,0.06416510255432743,0.9167408046455555
+,0.7643087682691835,33.0,43.0,10.0,BD+32  101,-29.05,119.47,3369,154,,,29Pi  And,0.16092662923909384,0.0,36.0,52.9,B5V,,4.36,0.7125338905641336,0.115665886498115,0.692038190780064
+,0.3224495793059524,15.0,13.0,54.0,BD+14   76,-47.49,117.7,3379,155,v,,53    Psc,0.1605193857469618,0.0,36.0,47.3,B2.5IV,,5.89,0.9362689694009177,0.15159357248705888,0.3168908419591107
+,0.422587845139127,24.0,0.0,51.0,BD+23   84,-38.74,118.74,3411,156,,R,,0.1619665545850738,0.0,37.0,7.2,K2III,,6.47,0.9000940666086256,0.1470734569915946,0.4101220178245601
+,0.7154395492133422,35.0,23.0,58.0,BD+34   86,-27.38,119.7,3421,157,,,,0.1629773911101872,0.0,37.0,21.1,G2.5IIa,,5.48,0.7448027358112366,0.12247228631139573,0.6559492539928351
+,1.5604697953872635,82.0,29.0,38.0,BD+81   13,19.63,122.53,3440,158,,,,0.17360935513691927,0.0,39.0,47.3,dF6,,6.4,0.010171119212651836,0.0017837585115867273,0.9999466818483546
-,-0.6197373285623199,24.0,46.0,2.0,CD-25  225,-86.03,68.68,3443,159,,,,0.1629483022893206,0.0,37.0,20.7,G8V,,5.57,0.803247804542851,0.1320587548714007,-0.5808213578708216
-,-1.1671162152190415,65.0,7.0,29.0,CP-65   58,-51.93,305.46,3444,160,,,,0.15979943743051417,0.0,36.0,37.4,K2-3III,,6.42,0.3878006576633037,0.06250325968608292,-0.9196216572289515
+,0.08777551696488148,3.0,8.0,7.0,BD+02   80,-59.55,116.06,3457,161,,,,0.1636609784005516,0.0,37.0,30.5,K4III,,6.39,0.9828390536717063,0.16230409587183628,0.08766284869276378
-,-1.0456703881011025,54.0,23.0,39.0,CP-55  130,-62.61,307.41,3488,162,,,,0.1627592249536879,0.0,37.0,18.1,K0II-IIICNIV,,6.41,0.49469647266960076,0.08123500489928676,-0.8652608126497281
+,0.5877396256090905,29.0,18.0,42.0,BD+28  103,-33.47,119.57,3546,163,,,30Eps And,0.16822792327660344,0.0,38.0,33.3,G6IIIFe-3CH1,,4.37,0.8204480460194725,0.13933922041772204,0.5544813661758266
+,0.9480046720415867,49.0,21.0,16.0,BD+48  192,-13.47,120.88,3574,164,,,,0.1708895503858948,0.0,39.0,9.9,K7III,,5.43,0.5748084715306071,0.09919626382677384,0.8122532377894571
+,0.7489644152620667,30.0,51.0,39.0,BD+30   91,-31.94,119.87,3627,165,,,31Del And,0.1716022264971258,0.0,39.0,19.7,K3III,,3.27,0.7216372800855468,0.1250645865513379,0.6808806688263935
+,0.4321144339729294,21.0,15.0,2.0,BD+20   85,-41.53,119.18,3651,166,,,54    Psc,0.17175494280667533,0.0,39.0,21.8,K0+V,,5.87,0.8947210624518899,0.15520191451332355,0.41879181717932396
+,0.4812745412374364,21.0,26.0,18.0,BD+20   87,-41.35,119.36,3690,167,,,55    Psc,0.17421294816990066,0.0,39.0,55.6,K0III+F3V,,5.36,0.8729883594387111,0.1536433967314689,0.4629093117721052
+,1.118028830006701,56.0,32.0,14.0,BD+55  139,-6.3,121.42,3712,168,,,18Alp Cas,0.1767509477905091,0.0,40.0,30.5,K0IIIa,,2.23,0.4306403642366102,0.07691876958669643,0.8992398898933635
-,-1.3100150477260772,73.0,8.0,14.0,CP-73   42,-43.96,304.22,3719,169,,,,0.16877333866785166,0.0,38.0,40.8,A1m,,6.85,0.25417205213520155,0.043309464116921326,-0.9661888315600039
-,-0.8277223977583108,33.0,57.0,42.0,CD-34  224,-82.73,322.13,3735,170,v,,,0.17438020888988345,0.0,39.0,57.9,F8V,,6.69,0.6662942695956718,0.11738074198911723,-0.7363923598965801
-,-0.9765117164908275,44.0,47.0,48.0,CD-45  201,-72.18,309.65,3750,171,,,,0.17395114878210152,0.0,39.0,52.0,K1IIICNII,,6.01,0.5514662494716353,0.09690760757434658,-0.8285492690769237
-,-0.41458841940081975,16.0,31.0,1.0,BD-17  109,-79.09,108.92,3794,172,,,,0.17661277589139288,0.0,40.0,28.6,G5,,6.49,0.9010444803237803,0.1608114684724399,-0.40281325212284935
-,-0.6120287910326784,23.0,48.0,16.0,CD-24  263,-85.86,85.79,3795,173,,,,0.17692548071570852,0.0,40.0,32.9,G3V,,6.14,0.8057071342880298,0.14405638253437864,-0.5745291745494563
-,-0.16195201017464048,4.0,21.0,7.0,BD-05  101,-67.08,116.05,3807,174,,,,0.1776163402112896,0.0,40.0,42.4,K0III,,5.91,0.9713879220808378,0.17437190542326528,-0.16124497956380557
+,0.800742516404565,39.0,27.0,31.0,BD+38   90,-23.37,120.76,3817,175,,,32    And,0.17941984710501707,0.0,41.0,7.2,G8III,,5.33,0.6849984622766878,0.12423832782795398,0.7178732092626713
-,-1.1487175360209345,59.0,27.0,16.0,CP-60   46,-57.61,305.56,3823,176,,,,0.17645278737662673,0.0,40.0,26.4,G1V,,5.89,0.4032967553528019,0.07191071783683615,-0.9122393193576416
+,1.1905327160166321,66.0,8.0,51.0,BD+65   83,3.29,121.98,3856,177,,,,0.18350682643677046,0.0,42.0,3.4,G9III-IV,,5.83,0.3649333305419572,0.06772973031332893,0.9285668246772757
+,0.5835944686356039,24.0,37.0,45.0,BD+23   94,-38.19,120.09,3883,178,,,,0.18151424220741025,0.0,41.0,36.0,A7m,,6.04,0.8207779951403779,0.15064095138981617,0.551027028790524
+,1.0068368122442288,50.0,30.0,45.0,BD+49  164,-12.33,121.41,3901,179,,,19Xi  Cas,0.1835431874628537,0.0,42.0,3.9,B2V,,4.8,0.5255582283826108,0.09756064511973066,0.8451452355087578
-,-0.8251044038803194,46.0,5.0,6.0,CD-46  180,-70.94,308.31,3919,180,,,Mu  Phe,0.18032160055188082,0.0,41.0,19.6,G8III,,4.59,0.6674794378650712,0.12168270176990507,-0.7346186222233307
+,1.2095131716320704,58.0,45.0,12.0,BD+57  132,-4.1,121.77,3924,181,,,,0.18552122728178058,0.0,42.0,31.1,B9.5III,,6.17,0.3474092999977182,0.06520156025637476,0.9354440308298673
-,-1.108720407329398,56.0,30.0,6.0,CP-57  143,-60.57,305.65,3980,183,,,Xi  Phe,0.18227055154994115,0.0,41.0,46.4,ApSrEuCr,,5.7,0.4384223332068343,0.0808083554554775,-0.8951289669282615
+,0.8267770110801472,47.0,1.0,29.0,BD+46  146,-15.82,121.52,4058,184,,,20Pi  Cas,0.18966638425526713,0.0,43.0,28.1,A5V,,4.94,0.6651055869621972,0.1276829164833896,0.7357524250928208
-,-0.7845254987714512,38.0,27.0,48.0,CD-39  175,-78.52,311.54,4065,185,,,Lam1Scl,0.18637934749734444,0.0,42.0,42.9,A0V,,6.06,0.6954669314429732,0.13114271406465539,-0.706489444943837
-,-1.1159198904938745,60.0,15.0,45.0,CP-60   48,-56.83,304.92,4088,186,,,,0.18629935323996138,0.0,42.0,41.8,K5III,,5.98,0.431748962667899,0.08137821489815253,-0.898315322910159
-,-1.2570006716967494,65.0,28.0,5.0,CP-66   47,-51.63,304.43,4089,187,,,Rho Tuc,0.1853248777409312,0.0,42.0,28.4,F6V,,5.39,0.3033856104928392,0.05687755612228445,-0.9511688151718619
-,-0.5550147021341967,17.0,59.0,12.0,BD-18  115,-80.68,111.31,4128,188,,,16Bet Cet,0.19019725523608205,0.0,43.0,35.4,G9.5IIICH-1,,2.04,0.8345665462740987,0.16067442059203627,-0.5269557954966775
+,1.0465430527271,47.0,51.0,51.0,BD+47  181,-14.99,121.72,4142,189,,,,0.19390607989657002,0.0,44.0,26.4,B5V,,5.67,0.4911856083864639,0.09645581598620948,0.8656979690841684
-,-0.2124938364303096,12.0,0.0,42.0,BD-12  126,-74.78,115.84,4145,190,,,,0.19127354160814525,0.0,43.0,50.2,K2III-IV,,6.02,0.959681116495189,0.18583342662940758,-0.21089829821437664
-,-1.1160653345982072,57.0,27.0,47.0,CP-58   42,-59.63,305.08,4150,191,,,Eta Phe,0.18916460209531877,0.0,43.0,21.2,A0IV,,4.36,0.43138569332745313,0.08259037840659836,-0.8983792144673916
+,1.550215986031797,74.0,59.0,17.0,BD+74   27,12.12,122.55,4161,192,,,21    Cas,0.19918570088385287,0.0,45.0,39.0,A2IV,,5.66,0.020172002818372125,0.004071969213623571,0.999788232261722
+,0.9122254223757028,48.0,17.0,4.0,BD+47  183,-14.57,121.78,4180,193,,,22Omi Cas,0.195149626988616,0.0,44.0,43.5,B5IIIe,,4.54,0.6003709173481,0.11867248225504738,0.7908676270767607
-,-0.33408510765258126,10.0,36.0,34.0,BD-11  128,-73.39,116.69,4188,194,v,,17Phi1Cet,0.19281524911407358,0.0,44.0,11.4,K0III,,4.76,0.9272039470191735,0.18102804341413525,-0.3279049986348416
-,-0.7736171909464866,38.0,25.0,18.0,CD-39  181,-78.6,310.14,4211,195,,,Lam2Scl,0.19286615455059009,0.0,44.0,12.1,K1III,,5.9,0.702123847939574,0.137120328804051,-0.6987274988027843
+,1.0179632862256929,55.0,13.0,18.0,BD+54  143,-7.64,122.05,4222,196,,,,0.19760036014662466,0.0,45.0,17.2,A2V s,,5.42,0.5148821691402461,0.10308610426355926,0.8510403086864908
-,-0.385572320586414,22.0,0.0,22.0,BD-22  127,-84.66,106.02,4247,197,,,,0.19521507683556577,0.0,44.0,44.4,F1III-IV,,5.24,0.9089837909095221,0.1797363487890099,-0.3760895010336632
-,-0.910189204915043,42.0,40.0,36.0,CD-43  207,-74.4,307.36,4293,198,,,,0.19613864689807944,0.0,44.0,57.1,F0V,,5.94,0.6018315105413677,0.11957979159592144,-0.7896198492701229
-,-1.2124220537187276,62.0,29.0,52.0,CP-63   72,-54.61,304.31,4294,199,,,,0.19433514000435195,0.0,44.0,32.3,F5III-IV,,6.07,0.344149793616017,0.06773525278487737,-0.936468288349489
+,1.289361984910811,69.0,19.0,30.0,BD+68   49,6.46,122.5,4295,200,,R,,0.2035490240138387,0.0,46.0,39.0,F3V,,6.33,0.2720001208556799,0.05614288381005029,0.9606580613579354
-,-0.234528618236738,4.0,37.0,45.0,BD-05  120,-67.46,119.0,4301,201,,,,0.19810214230657305,0.0,45.0,24.1,M0III,,6.15,0.9536012737670521,0.19142110375952007,-0.23238453413543445
-,-1.1122110658333864,53.0,42.0,54.0,CP-54  166,-63.39,305.07,4304,202,,,,0.19634954084936207,0.0,45.0,0.0,F7III,,6.15,0.43417401092365515,0.08636258036754574,-0.8966796713156404
-,-0.4400411376590703,12.0,52.0,51.0,BD-13  128,-75.68,117.05,4307,203,,,18    Cet,0.1984366637465386,0.0,45.0,28.7,G0V,,6.15,0.8869796077044265,0.17835649734265316,-0.4259766840710438
+,1.0398526239277883,55.0,18.0,19.0,BD+54  148,-7.56,122.19,4321,204,,,,0.20181096696706102,0.0,46.0,15.1,A2III,,6.52,0.4960711248783369,0.1014942234312134,0.8623296131248401
+,0.9934559546456057,44.0,51.0,41.0,BD+44  160,-18.0,121.95,4335,205,,,,0.201505534347962,0.0,46.0,10.9,B9.5IIIpHgMnCr,,6.05,0.5347538573113405,0.10923840246905864,0.8379172295141392
-,-0.390299253977232,16.0,25.0,27.0,BD-17  132,-79.21,115.55,4338,206,,,,0.1993820504247022,0.0,45.0,41.7,F1IVn,,6.47,0.9064742733693306,0.1831683321716638,-0.3804651808102749
+,1.1801334625568325,59.0,34.0,28.0,BD+58  101,-3.29,122.33,4362,207,,,,0.2037962789912046,0.0,46.0,42.4,G0Ib,,6.39,0.37292085456754026,0.07706982697409438,0.9246568433742318
+,1.5134186276355832,74.0,50.0,51.0,BD+74   29,11.98,122.69,4382,208,,,23    Cas,0.20842867371420615,0.0,47.0,46.1,B8III,,5.41,0.056105092165846304,0.011866242806189076,0.9983543513776691
-,-0.9647307440398658,47.0,33.0,6.0,CD-48  176,-69.54,305.68,4391,209,,,,0.1996656664281513,0.0,45.0,45.6,G1V,,5.8,0.5583211637827025,0.11298298024990899,-0.8218955677251079
-,-0.5206171714594753,22.0,31.0,19.0,CD-23  293,-85.24,108.14,4398,210,,,,0.2015709841949118,0.0,46.0,11.8,G3V,,5.5,0.8499480590016336,0.17368356760423623,-0.4974156364084468
+,0.3862995411080783,15.0,28.0,32.0,BD+14  111,-47.38,121.19,4408,211,,,57    Psc,0.20311269170084012,0.0,46.0,33.0,M4IIIa,,5.38,0.9072678519048585,0.18685425323662366,0.37676323194723704
+,1.4333516482003432,72.0,40.0,30.0,BD+71   37,9.8,122.68,4440,212,,,,0.21010128091403407,0.0,48.0,9.1,K0IV,,5.87,0.13399941243360175,0.02857515075421015,0.9905693404435773
+,0.4469497326148812,11.0,58.0,26.0,BD+11   96,-50.88,121.22,4482,213,,,58    Psc,0.2051852701875834,0.0,47.0,1.5,G8II,,5.5,0.8828534780799716,0.18373426070952203,0.4322169104554128
+,0.4831653145937636,19.0,34.0,44.0,BD+18  101,-43.28,121.57,4490,214,,,59    Psc,0.20606520701879716,0.0,47.0,13.6,F0Vn,,6.13,0.8667941930655259,0.1811880017992953,0.46458447549596654
+,0.4888376346627451,24.0,16.0,2.0,BD+23  106,-38.59,121.74,4502,215,,,34Zet And,0.20655244476831225,0.0,47.0,20.3,K1IIe,,4.06,0.8641126232709945,0.18106693675112573,0.4695999773416564
+,0.29866946824752966,6.0,44.0,27.0,BD+05  104,-56.12,121.13,4526,216,,,60    Psc,0.20679242754046148,0.0,47.0,23.6,G8III,,5.99,0.9353665926809939,0.19623189725736498,0.29424883992145623
+,0.5913030061652456,20.0,55.0,31.0,BD+20  105,-41.94,121.82,4568,217,,,61    Psc,0.2090613555680541,0.0,47.0,54.8,F8V,,6.54,0.8121380574552275,0.17230430958628415,0.5574432711324476
-,-0.33023083888776045,18.0,3.0,41.0,BD-18  127,-80.89,117.34,4585,218,,,,0.20822505196814017,0.0,47.0,43.3,K3III,,5.7,0.9255340311701353,0.1955538278620479,-0.3242614031217089
+,1.2084223408495738,57.0,48.0,57.0,BD+57  150,-5.05,122.6,4614,219,,,24Eta Cas,0.21423916568230394,0.0,49.0,6.0,F9V+dM0,,3.44,0.34639073237501694,0.07536708195491759,0.9350578931180145
-,-0.5556692006036946,21.0,43.0,21.0,BD-22  134,-84.54,114.55,4622,220,,,,0.20951950449670262,0.0,48.0,1.1,B9V,,5.57,0.8309688333305864,0.17669735524147873,-0.5275119360582002
+,0.20071286397934787,7.0,18.0,0.0,BD+06  105,-55.56,121.55,4627,221,,,62    Psc,0.21070487394701543,0.0,48.0,17.4,G8III,,5.93,0.9582524290150456,0.20495050381246965,0.19936793441719716
+,0.1607157352878112,5.0,16.0,50.0,BD+04  123,-57.57,121.49,4628,222,,,,0.21111211743914746,0.0,48.0,23.0,K2V,,5.75,0.9651975899153198,0.20684701806064415,0.16002475915019437
+,1.1261736998493412,50.0,58.0,6.0,BD+50  147,-11.9,122.51,4636,223,,,25Nu  Cas,0.21308288505285772,0.0,48.0,50.1,B9III,,4.89,0.4203895297865951,0.09095863720801481,0.9027730443267933
+,0.27532568950210545,7.0,35.0,6.0,BD+06  107,-55.28,121.73,4656,224,,,63Del Psc,0.21242111437814318,0.0,48.0,41.0,K4IIIb,,4.43,0.9407065949590221,0.20288676415345552,0.27186037433201315
+,0.5254895489546261,16.0,56.0,26.0,BD+16   76,-45.92,122.09,4676,225,,,64    Psc,0.21370829470148903,0.0,48.0,58.7,F8V,,5.07,0.8453989388890207,0.18347041385127566,0.5016365630280148
+,0.7362380561329414,41.0,4.0,44.0,BD+40  171,-21.79,122.6,4727,226,,,35Nu  And,0.2173516695150272,0.0,49.0,48.8,B5V+F8V,,4.53,0.7235656916223846,0.15979246361699995,0.6715050695849063
-,-0.3738640701876187,13.0,33.0,41.0,BD-14  145,-76.42,120.84,4730,227,,,,0.21566451790476598,0.0,49.0,25.6,K5III,,5.59,0.9093576945952695,0.19921437376738052,-0.36521530165759347
-,-0.45458554809235635,24.0,8.0,11.0,CD-24  345,-86.97,113.36,4732,228,,,,0.21481366989441877,0.0,49.0,13.9,K2III,,5.9,0.877793388171514,0.19151696608128146,-0.43908999007651606
-,-0.9855292509594649,46.0,41.0,52.0,CD-47  229,-70.42,304.21,4737,229,,,,0.21356285059715613,0.0,48.0,56.7,G8III,,6.27,0.5398721018891609,0.11708206310280794,-0.8335645770432963
+,0.6573346295323643,27.0,42.0,39.0,BD+26  131,-35.16,122.51,4757,230,,,65    Psc,0.21764255772369293,0.0,49.0,52.8,F4III,,7.0,0.7729485734313611,0.17093401640285377,0.611009054652067
+,0.6571891854280314,27.0,42.0,37.0,BD+26  131,-35.16,122.51,4758,231,,,65    Psc,0.2176716465445595,0.0,49.0,53.2,F5III,,7.1,0.773030363306871,0.17097569026128726,0.6108939112033475
-,-0.4961098398793883,23.0,21.0,42.0,CD-24  347,-86.21,116.39,4772,232,,,,0.21623174991166416,0.0,49.0,33.4,A3V,,6.28,0.8589612963561956,0.18868463529940682,-0.4760079828784533
+,1.1818060697566604,64.0,14.0,51.0,BD+63   99,1.38,122.85,4775,233,,,,0.2213368379737476,0.0,50.0,43.6,G0III-IV+B9.5V,,5.39,0.37000233159850027,0.08325923058806722,0.9252924808586508
+,0.7859799398147796,45.0,0.0,8.0,BD+44  176,-17.87,122.72,4778,234,v,,,0.21949697005393687,0.0,50.0,18.3,A0pCr,,6.15,0.6897396155641731,0.15387490515132385,0.7075180395481502
-,-0.3432480862255515,10.0,38.0,40.0,BD-11  153,-73.51,121.81,4813,235,,,19Phi2Cet,0.21871884409575607,0.0,50.0,7.6,F7IV-V,,5.19,0.9192324577046381,0.20432201317839616,-0.33654747604612634
-,-1.5332717478770186,74.0,55.0,24.0,CP-75   64,-42.2,303.18,4815,236,,,Lam Hyi,0.21201387088601117,0.0,48.0,35.4,K5III,,5.07,0.036675762021459404,0.007894410528177308,-0.9992960355983396
+,1.2756175170513557,61.0,48.0,21.0,BD+61  178,-1.07,122.91,4817,237,,,,0.22372212128480648,0.0,51.0,16.4,K2Ib-IICN-2,,6.07,0.28366096922198664,0.0645416480055111,0.956750139907372
+,1.0231265519295094,51.0,30.0,29.0,BD+50  161,-11.36,122.85,4818,238,,,,0.22234040229364432,0.0,50.0,57.4,F2IV,,6.39,0.5078817217851394,0.11482095928122495,0.8537401852942742
-,-0.8538296144860594,43.0,23.0,41.0,CD-44  216,-73.73,303.82,4849,239,,,,0.218435228092307,0.0,50.0,3.7,A9-F0III,,6.48,0.6414869855011662,0.14239534089926448,-0.7538023708657386
+,1.6337736239710252,83.0,42.0,26.0,BD+82   20,20.84,123.03,4853,240,,,,0.23948098998927195,0.0,54.0,53.1,A4V,,5.62,-0.06113956818407763,-0.014928245437734545,0.9980175853613078
+,1.0396344577712888,51.0,34.0,16.0,BD+50  164,-11.3,122.95,4881,241,,,,0.22498021278728572,0.0,51.0,33.7,B9.5V,,6.21,0.49377002586334884,0.11300151537253364,0.8622191247487027
-,-1.131046077344492,50.0,59.0,13.0,CD-51  209,-66.14,303.23,4919,242,,,Rho Phe,0.22116230504854814,0.0,50.0,41.2,F2III,,5.22,0.4153444460341375,0.0933861142848703,-0.9048580136172573
+,0.15315264186250244,3.0,23.0,6.0,BD+02  118,-59.49,122.87,4928,243,,,,0.22386029318392267,0.0,51.0,18.3,K0III,,6.37,0.9636348548860899,0.2193967926113891,0.15255462575910106
+,1.0971576010349355,61.0,7.0,27.0,BD+60  124,-1.75,123.13,5015,244,,,,0.23155428630313102,0.0,53.0,4.1,F8V,,4.82,0.44395381072348766,0.10467696453537718,0.889914460518399
-,-0.9361509775384586,43.0,42.0,33.0,CD-44  226,-73.42,302.66,5042,245,,,,0.22631829854714805,0.0,51.0,52.1,F2V+F5V,,6.9,0.5777727025614101,0.13303976013726182,-0.8052820166857722
+,0.8068511687865453,38.0,32.0,55.0,BD+37  159,-24.32,123.24,5066,246,,,,0.23077616034495022,0.0,52.0,53.4,A2V,,6.69,0.6734361112195298,0.15823204587657988,0.7221124730699705
-,-0.4204061835741341,24.0,0.0,21.0,CD-24  376,-86.87,128.1,5098,247,,,,0.22984531807721992,0.0,52.0,40.6,K2III,,5.46,0.8889148621115633,0.20798848272384154,-0.40813130114145196
-,-0.055196037594320665,1.0,8.0,39.0,BD-01  114,-64.01,123.83,5112,248,,,20    Cet,0.2312924869153319,0.0,53.0,0.5,M0III,,4.77,0.9718885630827412,0.22888667732175527,-0.05516801513169759
+,0.7552185117483798,37.0,25.0,5.0,BD+36  148,-25.45,123.38,5118,249,,,,0.233306887760342,0.0,53.0,28.2,gK3,,6.06,0.7083949072663508,0.16833889934516388,0.6854477881840141
+,1.0879946224619654,52.0,41.0,21.0,BD+51  179,-10.18,123.29,5128,250,,,,0.23471769557237077,0.0,53.0,47.6,A5m,,6.27,0.4515323971835009,0.10797279135886215,0.8856976745029292
-,-0.622282600388145,24.0,46.0,37.0,CD-25  338,-87.62,132.59,5156,251,,,,0.23215787933611243,0.0,53.0,12.4,F6IV-V,,6.46,0.7907511199448409,0.18694993134063714,-0.5828914045323629
-,-1.336340430610325,69.0,30.0,16.0,CP-70   37,-47.62,302.81,5190,252,,,Lam1Tuc,0.22865994862690708,0.0,52.0,24.3,F7IV-V,,6.22,0.22626691152470407,0.052659163419597484,-0.9726408881272779
+,1.2669635928435503,58.0,58.0,22.0,BD+58  134,-3.9,123.39,5234,253,,,26Ups1Cas,0.23999004435443697,0.0,55.0,0.1,K2III,,4.83,0.2906051931311138,0.07111287823923243,0.9541968247032475
